"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000257017.9",2394.61142474917,6.80816375256271,0.284454399203241,23.934113065688,1.3525657561611e-126,3.12456215330776e-122
"ENSG00000134339.9",366.969905763447,6.28177321793781,0.272667250136082,23.0382387866629,1.92978894996268e-117,2.22900272665439e-113
"ENSG00000124134.9",241.186866240465,5.152138111428,0.236967148237542,21.7419931401773,8.22485468979924e-105,6.33341227296841e-101
"ENSG00000124107.5",1812.83326271971,5.28668295941482,0.243920047521971,21.6738353945205,3.62286307092761e-104,2.09229399503747e-100
"ENSG00000075643.6",489.389310932718,2.98799566747598,0.139061219288612,21.48690830385,2.06406163019529e-102,9.5363775438283e-99
"ENSG00000131459.13",813.775560301897,3.04901236223071,0.142926403804667,21.332743853247,5.64005760197213e-101,2.1715161777193e-97
"ENSG00000173432.12",3601.83314342947,6.13258527283996,0.289877102026653,21.1558113074971,2.43956618307155e-99,8.05091691359084e-96
"ENSG00000100362.13",337.179116722967,6.39343144967829,0.306173232480834,20.8817452717017,7.84725821724238e-97,2.26599390095645e-93
"ENSG00000185274.12",381.80503052355,5.39369366101718,0.264956781727714,20.3568809443046,4.03464615105452e-92,1.03560400817234e-88
"ENSG00000167748.11",351.48158743657,6.64567919867512,0.32711210595437,20.3162129364975,9.24382395126982e-92,2.13541577098284e-88
"ENSG00000132821.12",94.7056531161506,4.18252297916683,0.213527717754537,19.587728577584,1.96775496979945e-85,4.13246432339428e-82
"ENSG00000163975.12",549.45401292901,3.15124931689411,0.16123634341046,19.5442866678759,4.61396163572707e-85,8.88226064557759e-82
"ENSG00000064787.13",139.116865153217,4.35725717155774,0.223544735618871,19.4916563769436,1.2922964156412e-84,2.29641073059441e-81
"ENSG00000114923.17",257.055210546363,3.15902275038466,0.162474163055837,19.443231409655,3.32545220108025e-84,5.4872336640825e-81
"ENSG00000184363.10",262.073264908369,4.40169752739488,0.228909184340173,19.2290123267999,2.11620014446777e-82,3.25908930249e-79
"ENSG00000129988.6",3889.15146999624,5.82141198204277,0.302944286086812,19.216114148377,2.7134626614164e-82,3.91773130883627e-79
"ENSG00000118849.10",839.567422287271,2.85924259788644,0.149386540000459,19.13989438324,1.1750802651405e-81,1.59679583558886e-78
"ENSG00000146678.10",2248.4344969016,5.36128617664398,0.281078453551669,19.0739848924722,4.15410076521415e-81,5.33132676540068e-78
"ENSG00000187957.8",342.36358761274,4.30437012408172,0.226087940761014,19.0384772827474,8.18735083936067e-81,9.95452588105636e-78
"ENSG00000183876.9",99.527183718526,3.7971438549239,0.199662652684551,19.0177972889253,1.21481030923514e-80,1.40316664768205e-77
"ENSG00000017483.15",843.013667860189,3.70118673849257,0.195288834298891,18.952372529542,4.221159306027e-80,4.6434762442157e-77
"ENSG00000115107.20",2531.47950572328,2.56415751712472,0.135565488339802,18.9145301545886,8.65887042957542e-80,9.09220753607372e-77
"ENSG00000253368.4",319.917027105642,2.95731388883907,0.157744090931055,18.7475414856055,2.02749728802913e-78,2.03640064568525e-75
"ENSG00000122133.17",152.955893609434,6.51091226004912,0.348074521262047,18.705512361094,4.46421525383701e-78,4.29699319078703e-75
"ENSG00000124102.5",109.82131579141,4.56791277374999,0.247445733679165,18.4602607845835,4.31254419127543e-76,3.98496333450615e-73
"ENSG00000128510.12",228.096927709804,4.05278659994198,0.219970326180699,18.4242423526378,8.39579287939234e-76,7.45966197334009e-73
"ENSG00000080031.10",210.360742866634,4.0492961156345,0.22026002350911,18.3841627324035,1.75934953597413e-75,1.50528643076068e-72
"ENSG00000214575.9",94.5404457299024,3.78971439910432,0.206769544772949,18.3282040073443,4.92913463476931e-75,4.06671211420735e-72
"ENSG00000073792.16",453.0540759362,3.11308214817461,0.170645522598011,18.2429758529797,2.35292424295879e-74,1.87430699781348e-71
"ENSG00000152669.9",62.5977161113122,3.48436138035876,0.191919391136814,18.1553378203188,1.16509075035871e-73,8.97158714134553e-71
"ENSG00000286546.1",279.885869753417,5.70912767400576,0.315378319624658,18.1024735016674,3.04673270337282e-73,2.2704055542134e-70
"ENSG00000086159.13",435.52504593299,5.85524416694828,0.32917202327044,17.7877940803546,8.78717016697166e-71,6.34351306335038e-68
"ENSG00000006453.14",705.248012627275,1.85394764318961,0.104741075425323,17.7002922269155,4.17137117295532e-70,2.92008622625578e-67
"ENSG00000249550.7",152.983617127494,4.73364175269069,0.268198107596369,17.6497955004765,1.02125321012289e-69,6.9388148256026e-67
"ENSG00000013588.9",1290.99587742787,3.42281809671129,0.194168070891312,17.6281202207919,1.49867428980921e-69,9.89167850539501e-67
"ENSG00000274849.1",17.8447139375131,2.52037860200635,0.143206487501631,17.599611902901,2.48017928542779e-69,1.59151726868521e-66
"ENSG00000149948.14",62.1651684512887,4.38465546011591,0.249250123096691,17.5913873407195,2.86770076965045e-69,1.79045285080257e-66
"ENSG00000074211.14",197.807380184304,3.83682275925481,0.218552835273171,17.5555844629475,5.39092125666965e-69,3.27725452500857e-66
"ENSG00000148344.11",526.229738275007,2.74573476935617,0.157806117502126,17.399419064468,8.33438674893274e-68,4.9367350842845e-65
"ENSG00000168389.18",405.070894038376,2.78479190722613,0.160714689482074,17.3275505568316,2.91481000363971e-67,1.68337564735202e-64
"ENSG00000169213.7",125.045078833816,3.68574839994276,0.213473611101802,17.2655925991016,8.5422413948565e-67,4.81303215762391e-64
"ENSG00000133101.10",41.4548977991438,3.69425870002666,0.21482428569797,17.1966530135264,2.81319030192154e-66,1.54732164677832e-63
"ENSG00000140459.18",80.1950944179147,4.69550871008949,0.276609001923932,16.9752563272715,1.25206406206279e-64,6.72649579016571e-62
"ENSG00000109255.11",58.0585831079533,3.46908714065555,0.204488853948126,16.9646759404088,1.49924472765919e-64,7.87137555764884e-62
"ENSG00000130173.13",78.8590938404914,3.68276961967405,0.217472416564881,16.9344217434367,2.50810928553357e-64,1.28755183566913e-61
"ENSG00000103534.17",50.6059370463047,3.03029415441354,0.179334428103435,16.8974478936401,4.69804824168277e-64,2.35933940067638e-61
"ENSG00000103742.12",406.05754719981,3.04821531662694,0.180858725347165,16.8541236303407,9.78477558227912e-64,4.80932129204744e-61
"ENSG00000105048.17",153.793232637673,4.32106296978876,0.257427918108162,16.7855258339665,3.11458383895406e-63,1.49895835965995e-60
"ENSG00000115112.8",1887.91675000963,3.65228366099243,0.217836021963264,16.7662061952653,4.31174547658123e-63,2.03276800519394e-60
"ENSG00000169594.13",70.0598298596505,4.19340513552299,0.25024541666774,16.7571705862279,5.01949916387619e-63,2.31910900369408e-60
"ENSG00000166250.12",320.868276735751,3.61074343412709,0.216511487219724,16.6769139157165,1.92931758647027e-62,8.73905207157837e-60
"ENSG00000163395.17",300.96036204937,4.93458144920782,0.295956833258606,16.6733148036356,2.0490909911575e-62,9.10308672821721e-60
"ENSG00000176490.5",107.162938865325,3.64760690282662,0.218977848640213,16.6574241434792,2.67290732694218e-62,1.16503456905078e-59
"ENSG00000143502.15",198.715772764652,2.63476353154751,0.158403355321041,16.6332558183982,4.00241694653132e-62,1.71221914595963e-59
"ENSG00000113805.8",188.105864532454,4.18590839550838,0.252552674691369,16.5743974029329,1.06727413330092e-61,4.48274540970627e-59
"ENSG00000146267.12",93.453208230587,3.65369709131799,0.220839320923252,16.5445948486128,1.75139037938353e-61,7.22479806323908e-59
"ENSG00000173898.14",977.097072401947,3.34165657965763,0.202306571537899,16.5177856273029,2.7324766382338e-61,1.10742004947086e-58
"ENSG00000128683.14",216.729621338175,3.20334447228338,0.194384655748517,16.4794101671671,5.15856725467726e-61,2.05462176121206e-58
"ENSG00000135447.17",1778.68366004303,3.99346788732937,0.242378216559143,16.4761831488884,5.44135141466038e-61,2.13051964457745e-58
"ENSG00000026559.14",33.1541353150676,2.8864817506662,0.175695892413242,16.4288516425706,1.18889080158052e-60,4.57742773455193e-58
"ENSG00000184828.10",472.931240466251,2.7369053595959,0.166676217126973,16.4204912180779,1.36457538758868e-60,5.16771410306331e-58
"ENSG00000134827.8",24.8520307915161,3.99683720221088,0.243446384217327,16.417730807794,1.42808400443897e-60,5.32099493331366e-58
"ENSG00000004848.8",92.144830814294,5.13387520072076,0.313543482904396,16.373726390882,2.94610057200663e-60,1.08028363990357e-57
"ENSG00000170689.10",344.365876678457,2.75313817880366,0.168176938591541,16.3704857625595,3.10723993824697e-60,1.12156796583505e-57
"ENSG00000012223.13",4842.40028726618,3.87696531863589,0.237965404063745,16.2921384891618,1.12235099959111e-59,3.9872904675772e-57
"ENSG00000079689.14",2512.5025556877,-3.02867280127833,0.185908189436588,-16.2912285384362,1.13917653287778e-59,3.9872904675772e-57
"ENSG00000103089.9",187.319128676295,3.06175168603749,0.188604336938855,16.2337289573044,2.91217683739918e-59,1.00409249433968e-56
"ENSG00000100979.15",7155.2604311485,2.24760521319609,0.138978226304696,16.1723550009082,7.90191500502864e-59,2.68444321369363e-56
"ENSG00000075223.14",2885.84570586319,2.5139544577476,0.155514386011477,16.1654141602184,8.8441554202915e-59,2.96099759948049e-56
"ENSG00000173838.12",22.5578950310926,3.41630236625816,0.211345683593119,16.1645239598798,8.97283386693176e-59,2.96116335942844e-56
"ENSG00000155066.16",558.770434679862,3.24327939507939,0.201525560820868,16.0936378584862,2.82725393754638e-58,9.19892862130406e-56
"ENSG00000064205.10",364.95798571422,3.25207525288833,0.202558952724675,16.0549568861005,5.2775578634604e-58,1.69328978060831e-55
"ENSG00000100625.9",54.031965787674,3.02795896586895,0.189636101575844,15.9672074078043,2.16253488162141e-57,6.8433860685392e-55
